id,label,label:confidence,word1,word2
1143385477,other,0.3366,little,equally
1143385478,antonym,0.6695,utilitarian,unhelpful
1143385479,other,0.6738,entirely,longer
1143385480,unrelated,1,litre,have
1143385481,antonym,1,actual,unreal
1143385482,unrelated,1,compensate,flawed
1143385483,antonym,1,sincerely,insincerely
1143385484,unrelated,0.6719,no,neutralize
1143385485,antonym,0.6638,fruit,fruitless
1143385486,unrelated,0.6638,poor,practicable
1143385487,unrelated,1,amazingly,inexorably
1143385488,unrelated,0.6663,preposterous,feasible
1143385489,unrelated,0.6715,easy,compressed
1143385490,unrelated,0.6667,exactly,barely
1143385491,unrelated,1,surprisingly,intelligibly
1143385492,unrelated,0.6644,tensely,extremely hard
1143385493,unrelated,0.6563,denial,take
1143385494,antonym,0.6634,good,hapless
1143385495,paraphrase,1,problematical,hard
1143385496,unrelated,1,lightly,yearn
1143385497,unrelated,0.6627,difficult,well-off
1143385498,unrelated,0.6634,right-hand,hurt
1143385499,other,0.3366,adjust,unfair
1143385500,unrelated,0.6627,shitty,beneficial
1143385501,unrelated,1,FALSE,castigate
1143385502,unrelated,1,clique,unpack
1143385503,unrelated,1,salutary,cold
1143385504,unrelated,0.639,furthermore,merely
1143385505,other,0.3634,sign,industrial design
1143385506,unrelated,1,right,outlandish
1143385507,antonym,1,available,unreachable
1143385508,unrelated,1,estimable,painful
1143385509,paraphrase,0.3624,equality,equal access
1143385510,unrelated,1,unusual,green
1143385511,unrelated,0.6634,consider,appropriate
1143385512,antonym,0.6634,unfit,decent
1143385513,unrelated,0.6684,insignificant,bombastic
1143385514,antonym,0.6836,superfluous,appropriate
1143385515,antonym,1,respectable,inappropriate
1143385516,unrelated,0.6638,nutcase,possible
1143385517,other,0.3383,maybe,equitable
1143385518,unrelated,0.6638,necessary,unavailing
1143385519,unrelated,0.3366,fair,wrong
1143385520,unrelated,1,flush,ani
1143385521,antonym,0.639,heterologous,analogous
1143385522,unrelated,0.6638,frightening,feasible
1143385523,antonym,0.6844,deficient,perfect
1143385524,antonym,0.6703,ambiguous,decipherable
1143385525,other,0.6593,hard-pressed,rectify
1143385526,antonym,0.6779,inadequacy,plenty
1143385527,unrelated,1,intention,apply
1143385528,unrelated,1,fail,simply
1143385529,unrelated,1,mirthful,straight
1143385530,paraphrase,0.6622,alright,good
1143385531,other,0.3383,TRUE,discipline
1143385532,unrelated,1,inadequately,selfsame
1143385533,antonym,0.6634,well,brusque
1143385534,antonym,1,postwar,prewar
1143385535,unrelated,0.6634,aim,no
1143385536,unrelated,1,firstly,lonesome
1143385537,other,0.3383,adjust,invalid
1143385538,unrelated,1,sore,rightfield
1143385539,unrelated,0.661,inappropriate,expert
1143385540,unrelated,0.6634,mightily,bullshit
1143385541,other,0.6593,long,notwithstanding
1143385542,unrelated,1,outnumber,right
1143385543,unrelated,1,negatively,intimately
1143385544,unrelated,1,coruscate,still
1143385545,antonym,0.6655,adhere,unbind
1143385546,unrelated,0.6715,important,debatable
1143385547,paraphrase,0.6738,cumbersome,slow
1143385548,unrelated,1,infrequently,foresighted
1143385549,unrelated,1,well,limit
1143385550,other,0.3366,nope,directly
1143385551,unrelated,0.6634,yearn,small
1143385552,unrelated,0.6715,undesirable,secure
1143385553,unrelated,1,illegally,easily
1143385554,unrelated,0.6617,set,anymore
1143385555,antonym,1,unwell,proper
1143385556,antonym,1,properly,erroneous
1143385557,paraphrase,0.3378,indebtedness,asset
1143385558,other,0.3383,merely,maybe
1143385559,antonym,0.6822,unrealistic,tangible
1143385560,antonym,1,uncertain,surely
1143385561,other,0.3366,indefinite,find
1143385562,category,0.3378,extensor,flexor
1143385563,unrelated,1,put-upon,unencumbered
1143385564,unrelated,1,less,cause
1143385565,unrelated,0.6822,refrain,unity
1143385568,unrelated,0.6424,scandalous,permissible
1143385569,paraphrase,0.671,TRUE,correctly
1143385570,paraphrase,0.6774,goodness,pretty
1143385571,antonym,1,utile,worthless
1143385572,unrelated,0.66,easygoing,arduous
1143385573,unrelated,1,slowly,identical
1143385574,unrelated,1,little,solely
1143385575,unrelated,1,none,follow
1143385576,antonym,0.6501,fecundity,infertility
1143385577,unrelated,1,concord,name
1143385578,unrelated,1,plus,later
1143385579,unrelated,0.7485,honest,improper
1143385580,unrelated,0.6563,sufficiency,low
1143385581,antonym,0.6903,well-defined,inconclusive
1143385582,unrelated,0.6641,excessively,scoot
1143385583,unrelated,0.343,questionable,probable
1143385584,unrelated,1,halt,good
1143385585,unrelated,0.66,acknowledge,undetermined
1143385586,unrelated,1,fare,no
1143385587,unrelated,1,honest,point
1143385588,unrelated,0.7628,undesirable,unspoilt
1143385589,unrelated,1,inter,exactly
1143385590,unrelated,0.6473,inexcusable,satisfactory
1143385591,antonym,1,constitutional,unconstitutional
1143385592,unrelated,0.67,funny,weirdo
1143385593,unrelated,1,soh,somewhat
1143385594,antonym,1,unwarranted,aright
1143385595,unrelated,1,slowly,terrible
1143385596,unrelated,1,properly,unreal
1143385597,antonym,1,sane,illogical
1143385598,unrelated,1,unbelievable,long
1143385599,unrelated,1,easy,clay
1143385600,category,0.3534,raiment,undress
1143385601,antonym,1,unsentimentally,sentimentally
1143385602,antonym,0.3676,exquisitely,bad
1143385603,unrelated,0.6515,choosy,slowly
1143385604,antonym,1,complete,disunited
1143385605,unrelated,0.7568,well,unevenly
1143385606,unrelated,1,compatible,sustain
1143385607,unrelated,1,unhappy,right
1143385608,unrelated,1,pugnacious,hard
1143385609,unrelated,0.6735,plow,untreated
1143385610,unrelated,1,practically,bad
1143385611,unrelated,0.6445,effective,hard
1143385612,unrelated,1,time,yearn
1143385613,antonym,0.7043,usurious,reasonable
1143385614,unrelated,0.6344,TRUE,looney
1143385615,antonym,1,good,deleterious
1143385616,antonym,0.5148,magnanimous,inconsiderable
1143385617,unrelated,0.6544,happy,sore
1143385618,unrelated,0.782,decent,absent
1143385619,unrelated,1,impractical,tardily
1143385620,antonym,0.6397,common,surprising
1143385621,unrelated,1,impractical,loose
1143385622,antonym,0.6733,commingle,defuse
1143385623,unrelated,1,lone,over
1143385624,antonym,0.6644,equal,distinct
1143385625,unrelated,1,wholly,ne
1143385626,unrelated,1,swell,easy
1143385627,unrelated,0.6617,subtraction,even
1143385628,antonym,0.6862,sufficiency,limited
1143385629,unrelated,0.6499,phony,correct
1143385630,antonym,1,compulsory,voluntary
1143385631,unrelated,1,allow,unhelpful
1143385632,antonym,0.651,properly,FALSE
1143385633,unrelated,0.6391,large,minimum
1143385634,unrelated,1,synonym,TRUE
1143385635,unrelated,1,huh,good
1143385636,unrelated,1,inter,equitable
1143385637,unrelated,1,long,import
1143385638,other,0.3703,justly,insane
1143385639,unrelated,1,crystallize,ambiguous
1143385640,unrelated,0.6743,level,able
1143385641,other,0.3721,none,matchless
1143385642,antonym,1,recently,later
1143385643,antonym,0.6466,impressive,badly
1143385644,unrelated,1,promiscuous,impossible
1143385645,unrelated,1,inappropriate,dependable
1143385646,antonym,1,lock,disengage
1143385647,paraphrase,1,living,alive
1143385648,unrelated,0.3618,mad,effective
1143385649,unrelated,1,even,charge
1143385650,other,0.6347,transcend,maximum
1143385651,unrelated,0.6585,legato,staccato
1143385652,unrelated,1,estimable,item
1143385653,unrelated,1,today,anymore
1143385654,unrelated,1,gruelling,right
1143385655,unrelated,1,rot,no
1143385656,unrelated,0.6487,there,out
1143385657,unrelated,0.6568,right,ill-timed
1143385658,antonym,0.6312,easily,uncomfortable
1143385659,unrelated,1,mistaken,right-hand
1143385660,unrelated,0.7684,inadmissible,properly
1143385661,unrelated,0.6793,right,terrible
1143385662,other,0.6809,inept,tactful
1143385663,unrelated,0.6787,keenness,obtuseness
1143385664,unrelated,0.6482,badli,well
1143385665,entailment,0.3647,surprising,formula
1143385666,paraphrase,1,forever,perpetually
1143385667,unrelated,1,even,exchangeable
1143385670,other,0.3483,mighty,inconceivable
1143385671,unrelated,1,incorrectly,fountainhead
1143385672,unrelated,0.6424,well-heeled,impractical
1143385673,unrelated,1,flash,overpriced
1143385674,unrelated,1,taboo,safe
1143385675,unrelated,0.4705,accurate,wrongfulness
1143385676,unrelated,0.6441,hyperopia,myopia
1143385677,unrelated,0.6378,harmful,levelheaded
1143385678,unrelated,1,soon,withal
1143385679,unrelated,1,pending,sterilise
1143385680,antonym,1,sleeved,sleeveless
1143385681,antonym,0.3498,svelte,well
1143385682,unrelated,1,ugly,compensate
1143385683,unrelated,1,last,even
1143385684,antonym,1,limitless,bound
1143385685,antonym,1,uncharacteristically,characteristically
1143385686,unrelated,1,detail,good
1143385687,antonym,0.6632,fragmental,complete
1143385688,antonym,1,decent,horrible
1143385689,antonym,0.6776,correct,fictitious
1143385690,paraphrase,0.6879,fair,correctly
1143385691,other,0.5238,safe,fine
1143385692,unrelated,0.6476,right,okeh
1143385693,unrelated,1,untenable,permissible
1143385694,paraphrase,0.3447,sufficiency,satisfactory
1143385695,unrelated,1,bonk,uncertain
1143385696,unrelated,1,probable,insignificant
1143385697,unrelated,0.6482,out,real
1143385698,unrelated,1,right,flex
1143385699,antonym,0.6772,right,unjust
1143385700,unrelated,0.7721,evil,defective
1143385701,unrelated,0.6478,little,honest
1143385702,unrelated,1,funky,fair
1143385703,unrelated,1,straight,practically
1143385704,antonym,0.6384,satisfactory,unbearable
1143385705,unrelated,1,even,head
1143385706,unrelated,0.693,provide,can
1143385707,antonym,1,accurate,awry
1143385708,antonym,0.7032,cry,laugh
1143385709,unrelated,0.6569,unfairly,considerably
1143385710,unrelated,0.6437,even,vary
1143385711,antonym,0.6824,mal,comely
1143385712,antonym,0.525,onerous,light
1143385713,unrelated,0.6765,wellspring,easy
1143385714,unrelated,1,hold,right
1143385715,unrelated,0.6765,dirty,safe
1143385716,unrelated,1,ticket,possible
1143385717,unrelated,1,impractical,well-heeled
1143385718,antonym,1,unserviceable,serviceable
1143385719,unrelated,1,mightily,unjust
1143385720,unrelated,1,practicable,deplorable
1143385721,unrelated,0.683,sophisticated,wanton
1143385722,unrelated,1,firmly,user-friendly
1143385723,unrelated,1,skilful,wicked
1143385724,antonym,1,incorrect,aright
1143385725,unrelated,1,annie,still
1143385726,unrelated,0.7467,sorry,honest
1143385727,unrelated,1,weakly,considerably
1143385728,unrelated,0.6624,small,meaning
1143385729,unrelated,1,failure,plenty
1143385730,unrelated,1,crazy,ripe
1143385731,unrelated,1,easy,sore
1143385732,antonym,0.6541,insufficient,equal
1143385733,unrelated,1,leisurely,intricate
1143385734,unrelated,0.5871,dependable,life-threatening
1143385735,unrelated,0.7032,appropriate,propel
1143385736,unrelated,0.6454,properly,insane
1143385737,unrelated,1,looney,possible
1143385738,unrelated,0.6644,loos,tight
1143385739,unrelated,1,wily,obvious
1143385740,unrelated,1,inadvisable,advance
1143385741,unrelated,0.6788,incorrect,rectify
1143385742,unrelated,1,even,glib
1143385743,antonym,0.6914,meddlesome,idle
1143385744,unrelated,0.6533,freestanding,joint
1143385745,unrelated,0.6757,available,accession
1143385746,unrelated,1,heavy,straightforward
1143385747,paraphrase,0.6761,unworkable,inconceivable
1143385748,other,0.6607,naughty,respectable
1143385749,unrelated,1,brook,compatible
1143385750,unrelated,1,slim,slow
1143385751,unrelated,0.3482,accurate,TRUE
1143385752,antonym,0.6979,distinctness,dullness
1143385753,antonym,1,few,plenty
1143385754,unrelated,1,skillful,evil
1143385755,unrelated,0.7486,intimately,loosely
1143385756,unrelated,1,deliver,none
1143385757,unrelated,0.7742,lousy,powerful
1143385758,unrelated,1,naw,nowadays
1143385759,unrelated,1,claim,application
1143385760,unrelated,1,executable,panicky
1143385761,antonym,0.6786,nah,good
1143385762,antonym,0.518,o.k.,improper
1143385763,unrelated,1,pack,everybody
1143385764,unrelated,0.6384,TRUE,yea
1143385765,unrelated,0.7215,office,powerlessness
1143385766,antonym,1,inconsequence,consequence
1143385767,unrelated,1,hump,unspecified
1143385768,unrelated,1,shaft,unscrew
1143385769,unrelated,1,easily,minuscule
1143385771,unrelated,1,somewhat,ripe
1143385772,unrelated,0.6641,more,consider
1143385773,other,0.6555,partly,precisely
1143385774,unrelated,1,steep,eligible
1143385775,antonym,1,important,meaningless
1143385776,paraphrase,0.3432,roughly,hard
1143385777,unrelated,0.756,dangerous,cool
1143385778,antonym,0.7415,permeable,impermeable
1143385779,antonym,1,good,malevolent
1143385780,unrelated,0.7091,rocky,easily
1143385781,other,0.7035,sensational,extrasensory
1143385782,unrelated,1,perpetually,more
1143385783,unrelated,0.6561,off,readiness
1143385784,unrelated,0.6485,alive,utterly
1143385785,unrelated,1,i,nay
1143385786,antonym,1,impertinent,polite
1143385787,unrelated,1,abject,feasible
1143385788,antonym,0.7043,bogus,lawful
1143385789,unrelated,1,alive,support
1143385790,antonym,1,misguided,correct
1143385791,unrelated,1,start,include
1143385792,unrelated,1,upset,mightily
1143385793,unrelated,0.7291,low,overly
1143385794,unrelated,1,spew,applicable
1143385795,unrelated,0.6884,further,solely
1143385796,unrelated,1,hirsute,safe
1143385797,antonym,0.6774,essential,needless
1143385798,unrelated,1,disgraceful,flop
1143385799,unrelated,0.7652,hard,brassy
1143385800,unrelated,1,slightly,decent
1143385801,unrelated,1,ripe,questionable
1143385802,unrelated,1,tidings,stupidity
1143385803,unrelated,1,lour,raise
1143385804,unrelated,1,minus,sol
1143385805,antonym,1,outset,end
1143385806,antonym,0.6756,extensiveness,smallness
1143385807,unrelated,0.6571,location,studio
1143385808,unrelated,0.3444,unattainable,unimaginable
1143385809,unrelated,0.6522,capable,shall
1143385810,antonym,0.6413,harsh,easygoing
1143385811,unrelated,1,compensate,incorrect
1143385812,unrelated,1,minor,meaning
1143385813,unrelated,0.6394,big,bad
1143385814,unrelated,1,undoubtedly,solitary
1143385815,unrelated,0.6433,indefinite,settle
1143385816,antonym,1,unconditionally,conditionally
1143385817,unrelated,0.6639,practically,unnecessary
1143385818,unrelated,1,castigate,inaccurate
1143385819,unrelated,1,plunk,hawk
1143385820,unrelated,0.7507,rough,commodity
1143385821,unrelated,1,marshal,demobilize
1143385822,unrelated,1,properly,handsome
1143385823,unrelated,1,right-hand,unfair
1143385824,unrelated,0.6527,unlikely,boastfully
1143385825,unrelated,0.7611,same,less
1143385826,category,1,slovenia,spain
1143385827,unrelated,1,even,capable
1143385828,antonym,0.6896,outcome,inconsequence
1143385829,other,0.6682,enormousness,narrowness
1143385830,unrelated,0.6047,redress,ill
1143385831,unrelated,1,sophisticated,well-off
1143385832,unrelated,1,compensate,unhappy
1143385833,unrelated,1,minimally,good
1143385834,unrelated,1,available,pitiable
1143385835,unrelated,0.6911,bad,iniquity
1143385836,unrelated,0.6455,unlikely,adequate
1143385837,antonym,0.6887,mend,break
1143385838,unrelated,1,disability,give
1143385839,paraphrase,0.6774,passing,running
1143385840,unrelated,1,pragmatic,impassable
1143385841,antonym,0.7689,offence,defence
1143385842,antonym,0.6853,improperly,good
1143385843,antonym,1,unwarranted,valid
1143385844,unrelated,1,right-hand,shitty
1143385845,unrelated,1,gladiola,sad
1143385846,unrelated,0.642,proficient,lame
1143385847,other,0.3576,encumbrance,noninterference
1143385848,unrelated,0.6382,lone,little
1143385849,unrelated,1,raw,good
1143385850,unrelated,1,TRUE,dismal
1143385851,unrelated,0.6659,specify,purpose
1143385852,unrelated,0.6593,high,miserable
1143385853,unrelated,0.691,potential,questionable
1143385854,unrelated,0.3746,exclusively,simply
1143385855,unrelated,1,sure,unnamed
1143385856,antonym,0.497,later,earliest
1143385857,unrelated,1,honest,dirty
1143385858,unrelated,1,straight,substantially
1143385859,unrelated,0.7334,easily,well
1143385860,unrelated,0.6476,dissemble,refrain
1143385861,unrelated,1,hungry,o.k.
1143385862,unrelated,0.6634,so,quiet
1143385863,unrelated,0.6969,minuscule,easily
1143385864,other,0.3597,weave,unwind
1143385865,unrelated,1,expensive,sleazy
1143385866,antonym,1,nighttime,day
1143385867,unrelated,1,theorise,shall
1143385868,antonym,0.6824,ineptitude,worth
1143385869,unrelated,0.6633,even,calm
1143385870,unrelated,0.6659,horrible,upright
1143385871,unrelated,1,even,upright
1143385872,unrelated,1,less,bear
1143385873,unrelated,1,crappy,official
1143385874,antonym,1,empty,fill
1143385875,unrelated,0.6347,few,oft
1143385876,unrelated,1,so,unaccompanied
1143385877,unrelated,1,uncertain,designate
1143385878,unrelated,0.6259,pathetic,rich
1143385879,antonym,0.6725,badly,soundly
1143385880,unrelated,0.6543,good,hard-pressed
1143385881,antonym,0.6548,anymore,solely
1143385882,antonym,0.6731,clumsy,appropriate
1143385883,unrelated,1,fart,unwind
1143385884,antonym,1,adulthood,immaturity
1143385885,paraphrase,0.3647,amaze,demystify
1143385886,unrelated,0.675,crazy,huffy
1143385887,antonym,1,roughness,smoothness
1143385888,unrelated,1,dispense,long
1143385889,unrelated,1,less,sol
1143385890,antonym,1,disproportional,proportionate
1143385891,unrelated,1,nope,thusly
1143385892,unrelated,0.6613,indisputable,insecure
1143385893,unrelated,1,anomalous,right-hand
1143385894,unrelated,0.6862,light,callous
1143385895,unrelated,0.3429,awesome,right
1143385896,unrelated,0.6612,estimable,pretty
1143385897,entailment,0.5012,armed,bear arms
1143385898,unrelated,0.6549,arrant,sketchy
1143385899,unrelated,1,as,downstairs
1143385900,unrelated,0.6329,identical,right
1143385901,unrelated,1,fountainhead,incorrectly
1143385902,unrelated,0.6841,ominous,readily
1143385903,unrelated,1,drab,possible
1143385904,antonym,0.6585,last,beginning
1143385905,antonym,0.6711,less,high
1143385906,antonym,1,sensitive,tough
1143385907,unrelated,0.6316,alternatively,hitherto
1143385908,antonym,0.6757,innocuous,noxious
1143385909,unrelated,1,considerably,franklin
1143385910,antonym,0.671,closedown,opening
1143385911,unrelated,0.6944,unable,insufferable
1143385912,antonym,1,compliance,nonconformity
1143385913,unrelated,0.6624,macrocosm,nonexistence
1143385914,other,0.6836,right,loony
1143385915,unrelated,1,rectify,shitty
1143385916,category,0.3497,even,low
1143385917,unrelated,1,jaydee,creepy
1143385918,antonym,1,oftentimes,few
1143385919,unrelated,0.6579,roughneck,difficult
1143385920,unrelated,1,right,screwball
1143385921,unrelated,1,aright,poor
1143385922,unrelated,0.67,straightaway,farther
1143385923,unrelated,0.5038,weak,expert
1143385924,unrelated,1,anymore,asset
1143385925,unrelated,1,meaningless,capture
1143385926,antonym,1,harmful,safe
1143385927,unrelated,1,l,accept
1143385928,unrelated,1,long,infirm
1143385929,antonym,1,well-founded,unsubstantiated
1143385930,unrelated,1,applicable,indifferent
1143385931,unrelated,0.637,chintzy,expensive
1143385932,antonym,1,hurt,pleasure
1143385933,unrelated,1,mighty,left
1143385934,unrelated,1,recently,yearn
1143385935,unrelated,1,can,ennoble
1143385936,paraphrase,0.3479,later,advance
1143385937,antonym,0.6454,step-up,decrease
1143385938,antonym,1,respire,breathless
1143385939,unrelated,1,represent,insert
1143385940,unrelated,0.5248,untreated,process
1143385941,unrelated,1,simply,anymore
1143385942,unrelated,1,hardly,good
1143385943,antonym,1,inconveniently,conveniently
1143385944,unrelated,0.6521,shut-in,receivable
1143385945,unrelated,0.3356,well,honorable
1143385946,unrelated,1,aright,somewhat
1143385947,unrelated,1,wind,right
1143385948,antonym,1,limited,sufficiency
1143385949,unrelated,1,lower,still
1143385950,unrelated,0.6785,formation,available information
1143385951,unrelated,1,crimson,nonviolent
1143385952,unrelated,1,franklin,well
1143385953,unrelated,0.6333,well,still
1143385954,unrelated,1,goodness,non
1143385955,other,0.3706,immediately,eventually
1143385956,unrelated,1,keep,dead
1143385957,unrelated,0.6567,horrible,correct
1143385958,unrelated,0.6809,unity,huh
1143385959,unrelated,0.6502,huh,so
1143385960,unrelated,1,tweed,black
1143385961,unrelated,0.6589,feminine,neuter
1143385962,unrelated,1,tail,detailed study
1143385963,unrelated,0.6428,unspoilt,sick
1143385964,unrelated,0.6404,tenuous,well
1143385965,antonym,1,regular,scarcely
1143385966,unrelated,1,process,no
1143385967,paraphrase,0.6606,reservoir,sink
1143385968,unrelated,1,here,whoa
1143385969,unrelated,1,slowly,tight
1143385970,unrelated,1,separate,peer
1143385971,antonym,0.6715,lucid,unclear
1143385972,antonym,0.4843,weak,decent
1143385973,unrelated,1,questionable,potential
1143385974,unrelated,1,arduous,adequately
1143385975,antonym,0.7726,nonsense,rightful
1143385976,antonym,0.7821,badly,fair
1143385977,unrelated,0.6814,necessary,helpless
1143385978,antonym,1,enthusiastically,unenthusiastically
1143385979,unrelated,1,immediately,indirectly
1143385980,unrelated,0.6418,sinful,estimable
1143385981,unrelated,0.6601,well-off,slim
1143385982,unrelated,1,blemish,good
1143385983,unrelated,0.701,right,unwarranted
1143385984,unrelated,1,dirty,ripe
1143385985,antonym,1,passively,actively
1143385986,unrelated,1,level,anymore
1143385987,unrelated,0.7091,up,outperform
1143385988,antonym,1,motionless,active
1143385989,paraphrase,0.6848,less,low-down
1143385990,unrelated,1,lame,thoroughly
1143385991,unrelated,0.6476,receptive,close
1143385992,other,0.7032,probable,questionable
1143385993,paraphrase,1,justly,correct
1143385994,antonym,0.6721,unimportant,requirement
1143385995,antonym,1,ostentatious,unostentatious
1143385996,other,0.6412,modestly,comfortably
1143385997,antonym,1,new,old
1143385998,unrelated,1,readily,seedy
1143385999,entailment,0.2661,crucial,significant
1143386000,unrelated,1,sherlock,inoperative
1143386001,unrelated,0.6677,firmly,difficult
1143386002,antonym,0.7691,tie,untie
1143386003,unrelated,1,olympian,up
1143386004,unrelated,1,scarce,far
1143386005,unrelated,1,hard,readily
1143386006,paraphrase,0.338,significant,substantive
1143386007,antonym,0.6245,unknown,learn
1143386008,unrelated,1,jazz,alien
1143386009,antonym,1,disproportionately,proportionately
1143386010,unrelated,1,avoirdupois,leanness
1143386011,unrelated,1,sole,furthermore
1143386012,unrelated,0.6458,venal,honest
1143386013,unrelated,1,good,non
1143386014,unrelated,0.6703,straightforward,tough
1143386015,unrelated,1,unlikely,farsighted
1143386016,unrelated,1,today,nah
1143386017,unrelated,1,point,evening
1143386018,unrelated,1,evening,huh
1143386019,unrelated,1,capricious,feasible
1143386020,unrelated,1,foresighted,moderately
1143386021,unrelated,1,perilous,condom
1143386022,unrelated,0.6512,blase,unworldly
1143386023,unrelated,0.4989,upright,well
1143386024,unrelated,1,badly,rightfield
1143386025,unrelated,0.6656,unintended,destine
1143386026,antonym,0.6748,proportionality,imbalance
1143386027,unrelated,0.7339,aright,rude
1143386028,unrelated,1,contrapuntal,monophonic
1143386029,unrelated,1,guilty,unacquainted
1143386030,antonym,1,non-negotiable,negotiable
1143386031,unrelated,1,emptiness,applicable
1143386032,antonym,1,decent,outrageous
1143386033,antonym,0.736,indisputable,doubtful
1143386034,unrelated,0.6624,even,endlessly
1143386035,unrelated,0.6684,goodness,mal
1143386036,unrelated,1,novel,polite
1143386037,unrelated,0.6809,redress,fine
1143386038,unrelated,1,nah,unity
1143386039,other,0.661,foresighted,future
1143386040,unrelated,1,seldom,good
1143386041,unrelated,0.648,wan,good
1143386042,unrelated,1,des,whole
1143386043,unrelated,1,moderately,tenacious
1143386044,unrelated,1,fussy,leisurely
1143386045,unrelated,0.673,fine,full
1143386046,antonym,1,executable,impracticable
1143386047,unrelated,1,possible,misfortunate
1143386048,antonym,0.6518,acuity,obtuseness
