_id,_pct_missed,_judgments,_hidden,_contention,_pct_contested,_gold_pool,_label,label_gold,label_gold_reason,word1,word2
1146594686,0.69,13,false,Please review,0.0769,,"","entailment
other","",everybody,totally
1146594698,0.17,6,false,"",0.0,,"",unrelated,"",well,ill-timed
1146594701,0.40,5,false,"",0.0,,"",unrelated,"",decent,indefensible
1146594705,0.36,11,false,"",0.0,,"",unrelated,"",tight,well-to-do
1146594710,0.25,12,false,"",0.0,,"",unrelated,"",loose,inconvenient
1146594714,0.33,6,false,"",0.0,,"","unrelated
other","",loose,inconvenient
1146594743,0.40,15,false,"",0.0,,"",antonym,"",extricate,entangle
1146594772,0.27,15,false,"Please check: https://www.google.com/search?q=%22less+peer%22&amp;rlz=1C1AVNG_enAR709AR709&amp;oq=%22less+peer%22&amp;aqs=chrome..69i57j0l5.1182j0j7&amp;sourceid=chrome&amp;ie=UTF-8#safe=off&amp;q=%22generally+long%22 ---&gt; &quot;a journey that numerous people undertake that is generally long and requires a lot of planning&quot; | &quot;The i is generally long in micrometer&quot; | &quot;Li has them generally long&quot; | &quot;generally long lyric poem on a serious subject&quot;.......... review, correct, post your sources and restore my accuracy.",0.0667,,"",unrelated,"",generally,long
1146594837,0.33,15,false,"",0.0,,"",antonym,"",nonpartisanship,partiality
1146594845,0.56,9,false,"",0.0,,"",category,"",flora,fauna
1146594909,0.22,9,false,"",0.0,,"","unrelated
other","",qualify,uncertain
1146594933,0.00,8,false,"",0.0,,"","paraphrase
other","",unmanageable,hard
1146594946,0.19,16,false,"",0.0,,"",antonym,"",permissible,intolerable
1146594968,0.13,15,false,"",0.0,,"","antonym
unrelated","",find,indeterminate
1146595016,0.75,8,false,"",0.0,,"",antonym,"",obtuseness,brightness
1146595060,0.18,11,false,"",0.0,,"","unrelated
other","",hard-pressed,ripe
1146595083,0.00,5,false,"",0.0,,"","unrelated
other","",applicable,vacancy
1146595095,0.11,9,false,"",0.0,,"","antonym
unrelated","",rarely,readily
1146595133,0.47,17,false,"fran·tic
ˈfran(t)ik/
adjective
wild or distraught with fear, anxiety, or other emotion.
&quot;she was frantic with worry&quot;",0.0588,,"","unrelated
other","",frantic,happy
1146595171,0.57,14,false,"",0.0,,"","antonym
other","",respectable,hurtful
1146595180,0.78,9,false,"Please check: https://www.merriam-webster.com/thesaurus/sufficiency -&gt; Near Antonyms lack, want; crunch, dearth, deficit, famine, lack, shortage; meagerness, paucity, poorness, poverty, rareness, rarity, scantiness, scantness, scarceness, scarcity, skimpiness; necessity, need, privation - Antonyms inadequacy, inadequateness, insufficiency, unsatisfactoriness. NO UNDEREMPLOYMENT ever mentioned... review or give your sources.",0.1111,,"",antonym,"",sufficiency,underemployment
1146595196,0.20,10,false,"",0.2,,"","unrelated
other","",unclear,experience
1146595230,0.12,8,false,"",0.0,,"","unrelated
other","",gentle,complex
1146595256,0.06,16,false,"",0.0,,"","antonym
unrelated
other","",gentle,complex
1146595285,0.00,10,false,"",0.0,,"","entailment
paraphrase
other","",easygoing,easily
1146595320,0.20,10,false,"",0.0,,"","paraphrase
other","",justly,alright
1146595346,0.88,8,false,"",0.0,,"",paraphrase,"",fairly,well
1146595359,0.57,7,false,"",0.0,,"",antonym,"",unusual,pattern
1146597510,0.67,15,false,sinónimo?,0.0667,,"","entailment
paraphrase
other","",unspoiled,nice
1146597529,1.00,5,false,"",0.0,,"","antonym
other","",barely,available
