id,label,word1,word2
2361596344,unrelated,spiteful,skilful
2361598430,antonym,spiteful,skilful
2361598933,unrelated,spiteful,skilful
2361599184,unrelated,spiteful,skilful
2361600022,unrelated,spiteful,skilful
2361601001,antonym,spiteful,skilful
2361601489,unrelated,spiteful,skilful
2361597210,unrelated,keister,allow
2361598965,unrelated,keister,allow
2361599195,antonym,keister,allow
2361600620,unrelated,keister,allow
2365631790,unrelated,keister,allow
2361596977,unrelated,sparse,foresighted
2361598900,unrelated,sparse,foresighted
2361598996,unrelated,sparse,foresighted
2361600194,unrelated,sparse,foresighted
2361597214,other,barely,available
2361598970,unrelated,barely,available
2361599194,antonym,barely,available
2361600619,category,barely,available
2365631449,unrelated,barely,available
2361597369,other,useful,fruitless
2361599599,antonym,useful,fruitless
2361599752,antonym,useful,fruitless
2361601075,antonym,useful,fruitless
2361596975,unrelated,sick,compensate
2361598902,unrelated,sick,compensate
2361598998,unrelated,sick,compensate
2361600198,unrelated,sick,compensate
2361596658,unrelated,l,equal
2361598866,unrelated,l,equal
2361598994,unrelated,l,equal
2361601480,entailment,l,equal
2361602555,unrelated,l,equal
2361602591,unrelated,l,equal
2361603007,entailment,l,equal
2361593801,antonym,gentle,complex
2361594953,unrelated,gentle,complex
2361595418,antonym,gentle,complex
2361595793,other,gentle,complex
2361602094,unrelated,gentle,complex
2361592615,antonym,excessively,thinly
2361593174,antonym,excessively,thinly
2361594369,antonym,excessively,thinly
2361596276,antonym,excessively,thinly
2361596753,unrelated,excessively,thinly
2361599157,antonym,excessively,thinly
2361603263,unrelated,excessively,thinly
2361593596,unrelated,evenhandedly,bad
2361594616,unrelated,evenhandedly,bad
2361595120,other,evenhandedly,bad
2361595646,unrelated,hardworking,loose
2361597486,unrelated,hardworking,loose
2361602502,unrelated,hardworking,loose
2365625207,antonym,hardworking,loose
2361595451,unrelated,comfortably,down
2361597011,unrelated,comfortably,down
2361613662,unrelated,comfortably,down
2365625824,unrelated,comfortably,down
2365647860,unrelated,comfortably,down
2361600371,unrelated,scummy,as
2361600589,unrelated,scummy,as
2361601111,unrelated,scummy,as
2361600184,unrelated,decent,indefensible
2361600443,antonym,decent,indefensible
2365634450,other,decent,indefensible
2361597864,unrelated,shameful,right
2361600048,unrelated,shameful,right
2361603136,antonym,shameful,right
2365633527,antonym,shameful,right
2361600182,unrelated,tight,well-to-do
2361600446,antonym,tight,well-to-do
2365634893,unrelated,tight,well-to-do
2361595449,other,well,ill-timed
2361597014,unrelated,well,ill-timed
2361613660,antonym,well,ill-timed
2365625822,unrelated,well,ill-timed
2365644831,antonym,well,ill-timed
2361596183,unrelated,incorrect,decently
2361598459,unrelated,incorrect,decently
2361600426,antonym,incorrect,decently
2361593804,antonym,permissible,intolerable
2361594956,unrelated,permissible,intolerable
2361595417,antonym,permissible,intolerable
2361595792,antonym,permissible,intolerable
2361602097,unrelated,permissible,intolerable
2361595875,other,easygoing,easily
2361598035,entailment,easygoing,easily
2361598380,unrelated,easygoing,easily
2361600057,category,easygoing,easily
2361602448,other,easygoing,easily
2361600374,unrelated,adequately,strong
2361600591,unrelated,adequately,strong
2361601112,unrelated,adequately,strong
2361597997,other,decently,fair
2361599633,antonym,decently,fair
2361600028,other,decently,fair
2361600388,other,decently,fair
2361600886,other,decently,fair
2361601116,other,decently,fair
2361600771,unrelated,scarce,fountainhead
2361603132,other,scarce,fountainhead
2361604240,unrelated,scarce,fountainhead
2361600387,unrelated,disconcert,good
2361600538,unrelated,disconcert,good
2361600541,other,disconcert,good
2361601599,unrelated,disconcert,good
2361600577,unrelated,there,back
2361600919,unrelated,there,back
2361611380,unrelated,there,back
2361597370,unrelated,allow,rude
2361599600,unrelated,allow,rude
2361599749,unrelated,allow,rude
2361601078,unrelated,allow,rude
2361593800,antonym,finale,start
2361594955,antonym,finale,start
2361595415,antonym,finale,start
2361595791,antonym,finale,start
2361602096,unrelated,finale,start
2361596185,unrelated,efficient,unable
2361598458,antonym,efficient,unable
2361600424,unrelated,efficient,unable
2361596187,other,nonpartisanship,partiality
2361598456,antonym,nonpartisanship,partiality
2361600423,antonym,nonpartisanship,partiality
2361595878,antonym,unsuitable,ideal
2361598032,antonym,unsuitable,ideal
2361598383,antonym,unsuitable,ideal
2361600052,unrelated,unsuitable,ideal
2361602449,antonym,unsuitable,ideal
2361600579,unrelated,symbolise,representation
2361600920,category,symbolise,representation
2361611381,unrelated,symbolise,representation
2361600372,antonym,bad,favourable
2361600588,antonym,bad,favourable
2361601113,antonym,bad,favourable
2361595644,antonym,wildness,tameness
2361597488,unrelated,wildness,tameness
2361602500,antonym,wildness,tameness
2365625208,antonym,wildness,tameness
2361595648,antonym,extricate,entangle
2361597489,unrelated,extricate,entangle
2361602501,unrelated,extricate,entangle
2365625205,paraphrase,extricate,entangle
2361592922,other,unmanageable,hard
2361593259,other,unmanageable,hard
2361594225,category,unmanageable,hard
2361596502,unrelated,unmanageable,hard
2361599639,other,unmanageable,hard
2361601177,other,unmanageable,hard
2361601412,unrelated,unmanageable,hard
2361602578,unrelated,unmanageable,hard
2361597591,unrelated,considerably,gonna
2361599369,unrelated,considerably,gonna
2361599663,unrelated,considerably,gonna
2361600133,unrelated,considerably,gonna
2361600877,unrelated,considerably,gonna
2361601182,unrelated,considerably,gonna
2361600578,unrelated,unvoiced,tough
2361600918,unrelated,unvoiced,tough
2361611384,unrelated,unvoiced,tough
2361593592,unrelated,scarce,huh
2361594617,unrelated,scarce,huh
2361595118,unrelated,scarce,huh
2361593401,antonym,differ,same
2361593438,antonym,differ,same
2361593441,other,differ,same
2361594498,antonym,differ,same
2361597596,antonym,differ,same
2361601503,antonym,differ,same
2361601842,antonym,differ,same
2361597999,unrelated,no,decease
2361599629,unrelated,no,decease
2361600026,unrelated,no,decease
2361600379,unrelated,no,decease
2361600885,unrelated,no,decease
2361601118,unrelated,no,decease
2361601411,unrelated,no,decease
2361593403,unrelated,sufficiency,underemployment
2361593432,other,sufficiency,underemployment
2361593433,unrelated,sufficiency,underemployment
2361594500,antonym,sufficiency,underemployment
2361597595,other,sufficiency,underemployment
2361601505,unrelated,sufficiency,underemployment
2361601843,unrelated,sufficiency,underemployment
2361593402,antonym,respectable,hurtful
2361593437,unrelated,respectable,hurtful
2361593439,other,respectable,hurtful
2361594497,unrelated,respectable,hurtful
2361597594,antonym,respectable,hurtful
2361601504,unrelated,respectable,hurtful
2361601844,unrelated,respectable,hurtful
2361593912,antonym,correctly,mistaken
2361595113,antonym,correctly,mistaken
2361595924,antonym,correctly,mistaken
2361602092,antonym,correctly,mistaken
2361592923,other,justly,alright
2361593256,other,justly,alright
2361594227,entailment,justly,alright
2361596505,other,justly,alright
2361599640,other,justly,alright
2361601179,unrelated,justly,alright
2361601410,entailment,justly,alright
2361602580,unrelated,justly,alright
2361595754,unrelated,obtuseness,brightness
2361597727,antonym,obtuseness,brightness
2361597888,antonym,obtuseness,brightness
2361600719,antonym,obtuseness,brightness
2361600865,unrelated,obtuseness,brightness
2361602295,unrelated,obtuseness,brightness
2361595452,unrelated,dire,promiscuous
2361597012,unrelated,dire,promiscuous
2361613659,unrelated,dire,promiscuous
2365625828,unrelated,dire,promiscuous
2365647859,unrelated,dire,promiscuous
2361595448,unrelated,bod,ground
2361597013,unrelated,bod,ground
2361613661,unrelated,bod,ground
2365625825,unrelated,bod,ground
2365647857,unrelated,bod,ground
2361595877,unrelated,l,ingest
2361598031,unrelated,l,ingest
2361598384,unrelated,l,ingest
2361600055,entailment,l,ingest
2361602446,unrelated,l,ingest
2361595876,unrelated,well,thin
2361598034,other,well,thin
2361598381,unrelated,well,thin
2361600721,other,well,thin
2361600864,unrelated,well,thin
2361602297,unrelated,well,thin
2361592930,other,unclear,experience
2361593255,other,unclear,experience
2361594224,unrelated,unclear,experience
2361596504,unrelated,unclear,experience
2361599637,other,unclear,experience
2361601178,unrelated,unclear,experience
2361601414,unrelated,unclear,experience
2361602576,antonym,unclear,experience
2361597589,unrelated,lonesome,fail
2361599366,unrelated,lonesome,fail
2361599665,unrelated,lonesome,fail
2361600132,unrelated,lonesome,fail
2361600879,unrelated,lonesome,fail
2361601185,unrelated,lonesome,fail
2361600773,unrelated,straightaway,over
2361602842,unrelated,straightaway,over
2361604239,unrelated,straightaway,over
2361597371,other,counterfeit,honest
2361599601,antonym,counterfeit,honest
2361599751,antonym,counterfeit,honest
2361601076,antonym,counterfeit,honest
2361597861,unrelated,refrain,matchless
2361600051,unrelated,refrain,matchless
2361603135,unrelated,refrain,matchless
2365632811,unrelated,refrain,matchless
2361597372,unrelated,relevant,debate
2361599597,unrelated,relevant,debate
2361599753,unrelated,relevant,debate
2361601077,unrelated,relevant,debate
2361600383,unrelated,discourtesy,defence
2361600536,unrelated,discourtesy,defence
2361600543,unrelated,discourtesy,defence
2361601598,unrelated,discourtesy,defence
2361596348,unrelated,merely,want
2361598432,unrelated,merely,want
2361598937,unrelated,merely,want
2361599185,unrelated,merely,want
2361600021,unrelated,merely,want
2361601003,unrelated,merely,want
2361601488,unrelated,merely,want
2361594124,antonym,unspoiled,nice
2361595267,category,unspoiled,nice
2361595733,antonym,unspoiled,nice
2361595964,other,unspoiled,nice
2361596266,unrelated,unspoiled,nice
2361597951,category,unspoiled,nice
2361602778,other,unspoiled,nice
2361596345,unrelated,hunt,hither
2361598433,unrelated,hunt,hither
2361598935,other,hunt,hither
2361599191,unrelated,hunt,hither
2361600054,unrelated,hunt,hither
2361602556,unrelated,hunt,hither
2361592618,unrelated,qualify,uncertain
2361593173,other,qualify,uncertain
2361594372,unrelated,qualify,uncertain
2361596277,unrelated,qualify,uncertain
2361596748,unrelated,qualify,uncertain
2361599160,antonym,qualify,uncertain
2361603264,unrelated,qualify,uncertain
2361593909,unrelated,designate,even
2361595114,unrelated,designate,even
2361595923,unrelated,designate,even
2361602093,unrelated,designate,even
2361592924,unrelated,estimable,hurt
2361593257,unrelated,estimable,hurt
2361594228,unrelated,estimable,hurt
2361596503,unrelated,estimable,hurt
2361599641,antonym,estimable,hurt
2361601181,unrelated,estimable,hurt
2361601485,unrelated,estimable,hurt
2361602577,unrelated,estimable,hurt
2361598000,other,accurate,right
2361599631,other,accurate,right
2361600030,other,accurate,right
2361600381,other,accurate,right
2361600887,other,accurate,right
2361601117,other,accurate,right
2361597865,other,unusual,pattern
2361600047,antonym,unusual,pattern
2361603133,unrelated,unusual,pattern
2365633531,antonym,unusual,pattern
2361597998,antonym,pervert,conform
2361599632,antonym,pervert,conform
2361600029,antonym,pervert,conform
2361600380,antonym,pervert,conform
2361600888,unrelated,pervert,conform
2361601115,unrelated,pervert,conform
2361593595,antonym,disingenuous,TRUE
2361594619,antonym,disingenuous,TRUE
2361595117,antonym,disingenuous,TRUE
2361592617,unrelated,overpriced,brassy
2361593176,unrelated,overpriced,brassy
2361594370,entailment,overpriced,brassy
2361596274,unrelated,overpriced,brassy
2361596755,unrelated,overpriced,brassy
2361599161,unrelated,overpriced,brassy
2361603268,unrelated,overpriced,brassy
2361594125,unrelated,nonetheless,yes
2361595262,unrelated,nonetheless,yes
2361595732,unrelated,nonetheless,yes
2361595963,unrelated,nonetheless,yes
2361596271,unrelated,nonetheless,yes
2361597954,other,nonetheless,yes
2361602775,unrelated,nonetheless,yes
2361600767,unrelated,compatible,patronize
2361602843,unrelated,compatible,patronize
2361604241,unrelated,compatible,patronize
2361596654,antonym,monoecious,dioecious
2361598867,unrelated,monoecious,dioecious
2361598993,other,monoecious,dioecious
2361601479,antonym,monoecious,dioecious
2361602553,antonym,monoecious,dioecious
2361602588,antonym,monoecious,dioecious
2361603003,antonym,monoecious,dioecious
2361595755,other,frantic,happy
2361597729,antonym,frantic,happy
2361597884,unrelated,frantic,happy
2361600718,unrelated,frantic,happy
2361600863,unrelated,frantic,happy
2361602296,category,frantic,happy
2361596656,unrelated,fairly,well
2361598864,unrelated,fairly,well
2361598995,category,fairly,well
2361601481,unrelated,fairly,well
2361602586,entailment,fairly,well
2361603005,category,fairly,well
2361593910,antonym,rarely,readily
2361595115,antonym,rarely,readily
2361595925,unrelated,rarely,readily
2361602089,unrelated,rarely,readily
2361600384,entailment,big,correct
2361600540,unrelated,big,correct
2361600544,unrelated,big,correct
2361601596,unrelated,big,correct
2364574047,other,good,abominable
2364575388,antonym,good,abominable
2364581524,other,good,abominable
2364589723,antonym,good,abominable
2364573300,unrelated,mundane,amphibious
2364576859,unrelated,mundane,amphibious
2364596559,unrelated,mundane,amphibious
2364570190,antonym,soundly,uncomfortable
2364570790,other,soundly,uncomfortable
2364602978,unrelated,soundly,uncomfortable
2364577327,unrelated,express,well
2364578948,other,express,well
2364579089,unrelated,express,well
2364576934,unrelated,picky,light
2364578040,unrelated,picky,light
2364578960,antonym,picky,light
2364576600,antonym,properly,rude
2364578392,antonym,properly,rude
2364579859,unrelated,properly,rude
2364581824,unrelated,fair,high-risk
2364584438,unrelated,fair,high-risk
2364586061,unrelated,fair,high-risk
2364571539,paraphrase,badly,evil
2364574329,paraphrase,badly,evil
2364576133,other,badly,evil
2364578258,unrelated,significant,nipper
2364580993,antonym,significant,nipper
2364591236,unrelated,significant,nipper
2364577626,unrelated,most,simply
2364579781,antonym,most,simply
2364613774,antonym,most,simply
2364573305,antonym,questionable,mightily
2364575654,unrelated,questionable,mightily
2364596558,unrelated,questionable,mightily
2364571659,other,little,equally
2364572398,antonym,little,equally
2364594405,unrelated,little,equally
2364569778,antonym,utilitarian,unhelpful
2364569824,antonym,utilitarian,unhelpful
2364574297,antonym,utilitarian,unhelpful
2364588873,unrelated,utilitarian,unhelpful
2364576933,other,entirely,longer
2364578039,other,entirely,longer
2364578959,unrelated,entirely,longer
2364579608,unrelated,litre,have
2364583248,unrelated,litre,have
2364583585,unrelated,litre,have
2364585264,unrelated,litre,have
2364570530,antonym,actual,unreal
2364572433,antonym,actual,unreal
2364576863,antonym,actual,unreal
2364578256,unrelated,compensate,flawed
2364580995,unrelated,compensate,flawed
2364591235,unrelated,compensate,flawed
2364578994,antonym,sincerely,insincerely
2364581986,antonym,sincerely,insincerely
2364583145,antonym,sincerely,insincerely
2364573306,unrelated,no,neutralize
2364575652,entailment,no,neutralize
2364596560,unrelated,no,neutralize
2364570189,antonym,fruit,fruitless
2364570792,entailment,fruit,fruitless
2364602975,antonym,fruit,fruitless
2364569779,unrelated,poor,practicable
2364569827,other,poor,practicable
2364574296,unrelated,poor,practicable
2364588875,unrelated,poor,practicable
2364579611,unrelated,amazingly,inexorably
2364583247,unrelated,amazingly,inexorably
2364583583,unrelated,amazingly,inexorably
2364585266,unrelated,amazingly,inexorably
2364577624,unrelated,preposterous,feasible
2364579782,antonym,preposterous,feasible
2364613776,unrelated,preposterous,feasible
2364577625,unrelated,easy,compressed
2364579784,unrelated,easy,compressed
2364613769,antonym,easy,compressed
2364570187,antonym,exactly,barely
2364570794,unrelated,exactly,barely
2364602977,unrelated,exactly,barely
2364581828,unrelated,surprisingly,intelligibly
2364584464,unrelated,surprisingly,intelligibly
2364586062,unrelated,surprisingly,intelligibly
2364578255,paraphrase,tensely,extremely hard
2364580996,unrelated,tensely,extremely hard
2364591233,unrelated,tensely,extremely hard
2364575386,unrelated,denial,take
2364576762,other,denial,take
2364577320,unrelated,denial,take
2364572627,antonym,good,hapless
2364574271,unrelated,good,hapless
2364574537,antonym,good,hapless
2364574044,paraphrase,problematical,hard
2364575387,paraphrase,problematical,hard
2364581522,paraphrase,problematical,hard
2364589724,paraphrase,problematical,hard
2364580622,unrelated,lightly,yearn
2364583669,unrelated,lightly,yearn
2364584043,unrelated,lightly,yearn
2364580617,antonym,difficult,well-off
2364583670,unrelated,difficult,well-off
2364584049,unrelated,difficult,well-off
2364571050,unrelated,right-hand,hurt
2364571457,unrelated,right-hand,hurt
2364573559,other,right-hand,hurt
2364594757,unrelated,right-hand,hurt
2364575823,unrelated,adjust,unfair
2364577600,other,adjust,unfair
2364577605,antonym,adjust,unfair
2364580620,antonym,shitty,beneficial
2364583671,unrelated,shitty,beneficial
2364584048,unrelated,shitty,beneficial
2364581827,unrelated,FALSE,castigate
2364584434,unrelated,FALSE,castigate
2364586060,unrelated,FALSE,castigate
2364581268,unrelated,clique,unpack
2364583777,unrelated,clique,unpack
2364617484,unrelated,clique,unpack
2364581271,unrelated,salutary,cold
2364583782,unrelated,salutary,cold
2364617480,unrelated,salutary,cold
2364574043,unrelated,furthermore,merely
2364575390,unrelated,furthermore,merely
2364581521,unrelated,furthermore,merely
2364589725,other,furthermore,merely
2364578651,unrelated,sign,industrial design
2364581516,antonym,sign,industrial design
2364585876,unrelated,sign,industrial design
2364588305,other,sign,industrial design
2364578257,unrelated,right,outlandish
2364580990,unrelated,right,outlandish
2364591234,unrelated,right,outlandish
2364571045,antonym,available,unreachable
2364571454,antonym,available,unreachable
2364573560,antonym,available,unreachable
2364594758,antonym,available,unreachable
2364574719,unrelated,estimable,painful
2364574873,unrelated,estimable,painful
2364576052,unrelated,estimable,painful
2364543062,entailment,equality,equal access
2364568266,paraphrase,equality,equal access
2364573435,category,equality,equal access
2364591331,paraphrase,equality,equal access
2364577325,unrelated,unusual,green
2364578936,unrelated,unusual,green
2364579092,unrelated,unusual,green
2364570529,unrelated,consider,appropriate
2364572435,other,consider,appropriate
2364576865,unrelated,consider,appropriate
2364571655,unrelated,unfit,decent
2364572397,antonym,unfit,decent
2364594403,antonym,unfit,decent
2364578995,unrelated,insignificant,bombastic
2364581984,antonym,insignificant,bombastic
2364583144,unrelated,insignificant,bombastic
2364578653,antonym,superfluous,appropriate
2364581518,unrelated,superfluous,appropriate
2364585879,unrelated,superfluous,appropriate
2364588302,antonym,superfluous,appropriate
2364578647,antonym,respectable,inappropriate
2364581519,antonym,respectable,inappropriate
2364585875,antonym,respectable,inappropriate
2364588306,antonym,respectable,inappropriate
2364570186,unrelated,nutcase,possible
2364570791,other,nutcase,possible
2364602979,unrelated,nutcase,possible
2364571540,paraphrase,maybe,equitable
2364574327,entailment,maybe,equitable
2364576132,other,maybe,equitable
2364569780,unrelated,necessary,unavailing
2364569826,other,necessary,unavailing
2364574300,antonym,necessary,unavailing
2364588877,unrelated,necessary,unavailing
2364572626,antonym,fair,wrong
2364574256,unrelated,fair,wrong
2364574531,paraphrase,fair,wrong
2364543059,unrelated,flush,ani
2364568268,other,flush,ani
2364573440,unrelated,flush,ani
2364591345,unrelated,flush,ani
2364574046,antonym,heterologous,analogous
2364575391,antonym,heterologous,analogous
2364581520,paraphrase,heterologous,analogous
2364589722,unrelated,heterologous,analogous
2364569782,unrelated,frightening,feasible
2364569828,other,frightening,feasible
2364574295,unrelated,frightening,feasible
2364588876,unrelated,frightening,feasible
2364575382,antonym,deficient,perfect
2364576771,antonym,deficient,perfect
2364577322,other,deficient,perfect
2364571047,antonym,ambiguous,decipherable
2364571453,unrelated,ambiguous,decipherable
2364573557,antonym,ambiguous,decipherable
2364594755,unrelated,ambiguous,decipherable
2364575384,unrelated,hard-pressed,rectify
2364576779,other,hard-pressed,rectify
2364577321,other,hard-pressed,rectify
2364543061,unrelated,inadequacy,plenty
2364568267,other,inadequacy,plenty
2364573434,antonym,inadequacy,plenty
2364591333,antonym,inadequacy,plenty
2364573309,unrelated,intention,apply
2364575651,unrelated,intention,apply
2364596561,unrelated,intention,apply
2364579255,unrelated,fail,simply
2364582495,unrelated,fail,simply
2364583105,unrelated,fail,simply
2364579258,unrelated,mirthful,straight
2364582497,unrelated,mirthful,straight
2364583101,unrelated,mirthful,straight
2364579613,unrelated,alright,good
2364583244,paraphrase,alright,good
2364583586,paraphrase,alright,good
2364585265,paraphrase,alright,good
2364570528,unrelated,TRUE,discipline
2364572434,other,TRUE,discipline
2364575655,entailment,TRUE,discipline
2364581821,unrelated,inadequately,selfsame
2364584430,unrelated,inadequately,selfsame
2364586063,unrelated,inadequately,selfsame
2364575820,antonym,well,brusque
2364577599,other,well,brusque
2364577607,antonym,well,brusque
2364572624,antonym,postwar,prewar
2364574272,antonym,postwar,prewar
2364574540,antonym,postwar,prewar
2364572623,unrelated,aim,no
2364574273,other,aim,no
2364574529,unrelated,aim,no
2364578999,unrelated,firstly,lonesome
2364581982,unrelated,firstly,lonesome
2364583146,unrelated,firstly,lonesome
2364576942,unrelated,adjust,invalid
2364578042,other,adjust,invalid
2364578957,antonym,adjust,invalid
2364543060,unrelated,sore,rightfield
2364568270,paraphrase,sore,rightfield
2364573436,unrelated,sore,rightfield
2364591342,unrelated,sore,rightfield
2364576599,unrelated,inappropriate,expert
2364578396,antonym,inappropriate,expert
2364579857,unrelated,inappropriate,expert
2364575824,unrelated,mightily,bullshit
2364577601,other,mightily,bullshit
2364577609,unrelated,mightily,bullshit
2364575383,unrelated,long,notwithstanding
2364576769,other,long,notwithstanding
2364577319,other,long,notwithstanding
2364579609,unrelated,outnumber,right
2364583251,unrelated,outnumber,right
2364583584,unrelated,outnumber,right
2364585263,unrelated,outnumber,right
2364571048,unrelated,negatively,intimately
2364571456,paraphrase,negatively,intimately
2364573558,unrelated,negatively,intimately
2364594756,unrelated,negatively,intimately
2364578648,unrelated,coruscate,still
2364581515,unrelated,coruscate,still
2364585877,unrelated,coruscate,still
2364588303,unrelated,coruscate,still
2364580621,antonym,adhere,unbind
2364583672,antonym,adhere,unbind
2364584047,unrelated,adhere,unbind
2364577627,unrelated,important,debatable
2364579780,unrelated,important,debatable
2364613771,antonym,important,debatable
2364571541,paraphrase,cumbersome,slow
2364574323,unrelated,cumbersome,slow
2364576135,paraphrase,cumbersome,slow
2364581270,unrelated,infrequently,foresighted
2364583781,unrelated,infrequently,foresighted
2364617482,unrelated,infrequently,foresighted
2364574715,unrelated,well,limit
2364574874,unrelated,well,limit
2364576051,unrelated,well,limit
2364571657,other,nope,directly
2364572383,antonym,nope,directly
2364594408,unrelated,nope,directly
2364570532,unrelated,yearn,small
2364572436,other,yearn,small
2364576866,unrelated,yearn,small
2364579261,unrelated,undesirable,secure
2364582496,unrelated,undesirable,secure
2364583103,other,undesirable,secure
2364577324,unrelated,illegally,easily
2364578934,unrelated,illegally,easily
2364579093,unrelated,illegally,easily
2364576945,unrelated,set,anymore
2364578038,other,set,anymore
2364578961,unrelated,set,anymore
2364575822,antonym,unwell,proper
2364577598,antonym,unwell,proper
2364577618,antonym,unwell,proper
2364581276,antonym,properly,erroneous
2364583774,antonym,properly,erroneous
2364617483,antonym,properly,erroneous
2364574714,paraphrase,indebtedness,asset
2364574875,unrelated,indebtedness,asset
2364576050,antonym,indebtedness,asset
2364571542,paraphrase,merely,maybe
2364574328,unrelated,merely,maybe
2364576128,other,merely,maybe
2364576603,antonym,unrealistic,tangible
2364578393,antonym,unrealistic,tangible
2364579856,other,unrealistic,tangible
2364578996,antonym,uncertain,surely
2364581983,antonym,uncertain,surely
2364583143,antonym,uncertain,surely
2364577326,unrelated,indefinite,find
2364578944,other,indefinite,find
2364579095,antonym,indefinite,find
2364574736,category,extensor,flexor
2364574871,paraphrase,extensor,flexor
2364576054,antonym,extensor,flexor
2364571658,unrelated,put-upon,unencumbered
2364572373,unrelated,put-upon,unencumbered
2364594407,unrelated,put-upon,unencumbered
2364579256,unrelated,less,cause
2364582498,unrelated,less,cause
2364583102,unrelated,less,cause
2364576596,unrelated,refrain,unity
2364578394,unrelated,refrain,unity
2364579858,other,refrain,unity
2365598321,unrelated,scandalous,permissible
2365628047,unrelated,scandalous,permissible
2365628219,other,scandalous,permissible
2365625200,unrelated,TRUE,correctly
2365625397,paraphrase,TRUE,correctly
2365631746,paraphrase,TRUE,correctly
2365614895,unrelated,goodness,pretty
2365615508,paraphrase,goodness,pretty
