_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,label,label:confidence,label_gold,word1,word2
1143385437,false,finalized,3,2/2/2017 02:09:37,unrelated,1.0,,dire,promiscuous
1143385438,false,finalized,3,2/2/2017 02:09:37,unrelated,1.0,,bod,ground
1143385439,false,finalized,3,1/29/2017 06:03:12,unrelated,0.6706,,l,ingest
1143385440,false,finalized,4,1/29/2017 06:02:36,unrelated,0.7468,,well,thin
1143385441,false,finalized,8,1/29/2017 06:04:20,unrelated,0.3915,,unclear,experience
1143385442,false,finalized,4,1/29/2017 05:56:53,unrelated,1.0,,lonesome,fail
1143385443,false,finalized,3,1/29/2017 06:14:06,unrelated,1.0,,straightaway,over
1143385444,false,finalized,3,1/29/2017 05:51:00,antonym,0.6617,,counterfeit,honest
1143385445,false,finalized,3,2/2/2017 01:55:09,unrelated,1.0,,refrain,matchless
1143385446,false,finalized,3,1/29/2017 05:51:00,unrelated,1.0,,relevant,debate
1143385447,false,finalized,3,1/29/2017 05:59:01,unrelated,1.0,,discourtesy,defence
1143385448,false,finalized,5,1/29/2017 05:58:16,unrelated,1.0,,merely,want
1143385449,false,finalized,6,1/29/2017 06:05:16,category,0.3514,,unspoiled,nice
1143385450,false,finalized,4,1/29/2017 06:03:55,unrelated,0.7559,,hunt,hither
1143385451,false,finalized,7,1/29/2017 06:08:06,unrelated,0.5517,,qualify,uncertain
1143385452,false,finalized,3,1/29/2017 06:01:37,unrelated,1.0,,designate,even
1143385453,false,finalized,8,1/29/2017 06:04:20,unrelated,0.8688,,estimable,hurt
1143385454,false,finalized,4,1/29/2017 05:55:06,other,1.0,,accurate,right
1143385455,false,finalized,3,2/2/2017 01:55:52,other,0.3545,,unusual,pattern
1143385456,false,finalized,4,1/29/2017 05:55:06,antonym,0.7494,,pervert,conform
1143385457,false,finalized,3,1/29/2017 05:36:14,antonym,1.0,,disingenuous,TRUE
1143385458,false,finalized,7,1/29/2017 06:08:06,unrelated,0.8452,,overpriced,brassy
1143385459,false,finalized,6,1/29/2017 06:05:16,unrelated,0.8277,,nonetheless,yes
1143385460,false,finalized,3,1/29/2017 06:14:06,unrelated,1.0,,compatible,patronize
1143385461,false,finalized,5,1/29/2017 06:06:37,antonym,0.7999,,monoecious,dioecious
1143385462,false,finalized,4,1/29/2017 06:02:36,unrelated,0.49,,frantic,happy
1143385463,false,finalized,4,1/29/2017 06:06:37,category,0.4945,,fairly,well
1143385464,false,finalized,3,1/29/2017 06:01:37,antonym,0.6488,,rarely,readily
1143385465,false,finalized,3,1/29/2017 05:59:01,unrelated,0.6629,,big,correct
1143385466,false,finalized,3,2/1/2017 08:16:41,antonym,0.6819,,good,abominable
1143385467,false,finalized,3,2/1/2017 08:28:25,unrelated,1.0,,mundane,amphibious
1143385468,false,finalized,3,2/1/2017 08:39:45,other,0.3362,,soundly,uncomfortable
1143385469,false,finalized,3,2/1/2017 08:02:29,unrelated,0.6634,,express,well
1143385470,false,finalized,3,2/1/2017 08:02:18,unrelated,0.6738,,picky,light
1143385471,false,finalized,3,2/1/2017 08:03:28,antonym,0.6822,,properly,rude
1143385472,false,finalized,3,2/1/2017 08:11:48,unrelated,1.0,,fair,high-risk
1143385473,false,finalized,3,2/1/2017 07:58:27,paraphrase,0.6617,,badly,evil
1143385474,false,finalized,3,2/1/2017 08:18:47,unrelated,0.6684,,significant,nipper
1143385475,false,finalized,3,2/1/2017 09:06:22,antonym,0.6622,,most,simply
1143385476,false,finalized,3,2/1/2017 08:28:25,unrelated,0.6627,,questionable,mightily
1143385477,false,finalized,3,2/1/2017 08:24:37,other,0.3366,,little,equally
1143385478,false,finalized,3,2/1/2017 08:15:37,antonym,0.6695,,utilitarian,unhelpful
1143385479,false,finalized,3,2/1/2017 08:02:18,other,0.6738,,entirely,longer
1143385480,false,finalized,3,2/1/2017 08:10:52,unrelated,1.0,,litre,have
1143385481,false,finalized,3,2/1/2017 07:59:20,antonym,1.0,,actual,unreal
1143385482,false,finalized,3,2/1/2017 08:18:47,unrelated,1.0,,compensate,flawed
1143385483,false,finalized,3,2/1/2017 08:07:51,antonym,1.0,,sincerely,insincerely
1143385484,false,finalized,3,2/1/2017 08:28:25,unrelated,0.6719,,no,neutralize
1143385485,false,finalized,3,2/1/2017 08:39:45,antonym,0.6638,,fruit,fruitless
1143385486,false,finalized,3,2/1/2017 08:15:37,unrelated,0.6638,,poor,practicable
1143385487,false,finalized,3,2/1/2017 08:10:52,unrelated,1.0,,amazingly,inexorably
1143385488,false,finalized,3,2/1/2017 09:06:22,unrelated,0.6663,,preposterous,feasible
1143385489,false,finalized,3,2/1/2017 09:06:22,unrelated,0.6715,,easy,compressed
1143385490,false,finalized,3,2/1/2017 08:39:45,unrelated,0.6667,,exactly,barely
1143385491,false,finalized,3,2/1/2017 08:11:48,unrelated,1.0,,surprisingly,intelligibly
1143385492,false,finalized,3,2/1/2017 08:18:47,unrelated,0.6644,,tensely,extremely hard
1143385493,false,finalized,3,2/1/2017 07:59:59,unrelated,0.6563,,denial,take
1143385494,false,finalized,3,2/1/2017 07:56:38,antonym,0.6634,,good,hapless
1143385495,false,finalized,3,2/1/2017 08:16:41,paraphrase,1.0,,problematical,hard
1143385496,false,finalized,3,2/1/2017 08:09:05,unrelated,1.0,,lightly,yearn
1143385497,false,finalized,3,2/1/2017 08:09:05,unrelated,0.6627,,difficult,well-off
1143385498,false,finalized,3,2/1/2017 08:25:20,unrelated,0.6634,,right-hand,hurt
1143385499,false,finalized,3,2/1/2017 08:00:22,other,0.3366,,adjust,unfair
1143385500,false,finalized,3,2/1/2017 08:09:05,unrelated,0.6627,,shitty,beneficial
1143385501,false,finalized,3,2/1/2017 08:11:48,unrelated,1.0,,FALSE,castigate
1143385502,false,finalized,3,2/1/2017 09:14:02,unrelated,1.0,,clique,unpack
1143385503,false,finalized,3,2/1/2017 09:14:02,unrelated,1.0,,salutary,cold
1143385504,false,finalized,3,2/1/2017 08:16:41,unrelated,0.639,,furthermore,merely
1143385505,false,finalized,3,2/1/2017 08:14:54,other,0.3634,,sign,industrial design
1143385506,false,finalized,3,2/1/2017 08:18:47,unrelated,1.0,,right,outlandish
1143385507,false,finalized,3,2/1/2017 08:25:20,antonym,1.0,,available,unreachable
1143385508,false,finalized,3,2/1/2017 07:58:23,unrelated,1.0,,estimable,painful
1143385509,false,finalized,3,2/1/2017 08:19:01,paraphrase,0.366,,equality,equal access
1143385510,false,finalized,3,2/1/2017 08:02:29,unrelated,1.0,,unusual,green
1143385511,false,finalized,3,2/1/2017 07:59:20,unrelated,0.6634,,consider,appropriate
1143385512,false,finalized,3,2/1/2017 08:24:37,antonym,0.6634,,unfit,decent
1143385513,false,finalized,3,2/1/2017 08:07:51,unrelated,0.6684,,insignificant,bombastic
1143385514,false,finalized,3,2/1/2017 08:14:54,antonym,0.6836,,superfluous,appropriate
1143385515,false,finalized,3,2/1/2017 08:14:54,antonym,1.0,,respectable,inappropriate
1143385516,false,finalized,3,2/1/2017 08:39:45,unrelated,0.6638,,nutcase,possible
1143385517,false,finalized,3,2/1/2017 07:58:27,other,0.3383,,maybe,equitable
1143385518,false,finalized,3,2/1/2017 08:15:37,unrelated,0.6638,,necessary,unavailing
1143385519,false,finalized,3,2/1/2017 07:56:38,unrelated,0.3366,,fair,wrong
1143385520,false,finalized,3,2/1/2017 08:19:01,unrelated,1.0,,flush,ani
1143385521,false,finalized,3,2/1/2017 08:16:41,antonym,0.639,,heterologous,analogous
1143385522,false,finalized,3,2/1/2017 08:15:37,unrelated,0.6638,,frightening,feasible
1143385523,false,finalized,3,2/1/2017 07:59:59,antonym,0.6844,,deficient,perfect
1143385524,false,finalized,3,2/1/2017 08:25:20,antonym,0.6703,,ambiguous,decipherable
1143385525,false,finalized,3,2/1/2017 07:59:59,other,0.6593,,hard-pressed,rectify
1143385526,false,finalized,3,2/1/2017 08:19:01,antonym,0.6847,,inadequacy,plenty
1143385527,false,finalized,3,2/1/2017 08:28:25,unrelated,1.0,,intention,apply
1143385528,false,finalized,3,2/1/2017 08:07:47,unrelated,1.0,,fail,simply
1143385529,false,finalized,3,2/1/2017 08:07:47,unrelated,1.0,,mirthful,straight
1143385530,false,finalized,3,2/1/2017 08:10:52,paraphrase,0.6622,,alright,good
1143385531,false,finalized,3,2/1/2017 07:57:57,other,0.3383,,TRUE,discipline
1143385532,false,finalized,3,2/1/2017 08:11:48,unrelated,1.0,,inadequately,selfsame
1143385533,false,finalized,3,2/1/2017 08:00:22,antonym,0.6634,,well,brusque
1143385534,false,finalized,3,2/1/2017 07:56:38,antonym,1.0,,postwar,prewar
1143385535,false,finalized,3,2/1/2017 07:56:38,unrelated,0.6634,,aim,no
1143385536,false,finalized,3,2/1/2017 08:07:51,unrelated,1.0,,firstly,lonesome
1143385537,false,finalized,3,2/1/2017 08:02:18,other,0.3383,,adjust,invalid
1143385538,false,finalized,3,2/1/2017 08:19:01,unrelated,1.0,,sore,rightfield
1143385539,false,finalized,3,2/1/2017 08:03:28,unrelated,0.661,,inappropriate,expert
1143385540,false,finalized,3,2/1/2017 08:00:22,unrelated,0.6634,,mightily,bullshit
1143385541,false,finalized,3,2/1/2017 07:59:59,other,0.6593,,long,notwithstanding
1143385542,false,finalized,3,2/1/2017 08:10:52,unrelated,1.0,,outnumber,right
1143385543,false,finalized,3,2/1/2017 08:25:20,unrelated,1.0,,negatively,intimately
1143385544,false,finalized,3,2/1/2017 08:14:54,unrelated,1.0,,coruscate,still
1143385545,false,finalized,3,2/1/2017 08:09:05,antonym,0.6655,,adhere,unbind
1143385546,false,finalized,3,2/1/2017 09:06:22,unrelated,0.6715,,important,debatable
1143385547,false,finalized,3,2/1/2017 07:58:27,paraphrase,0.6738,,cumbersome,slow
1143385548,false,finalized,3,2/1/2017 09:14:02,unrelated,1.0,,infrequently,foresighted
1143385549,false,finalized,3,2/1/2017 07:58:23,unrelated,1.0,,well,limit
1143385550,false,finalized,3,2/1/2017 08:24:37,other,0.3366,,nope,directly
1143385551,false,finalized,3,2/1/2017 07:59:20,unrelated,0.6634,,yearn,small
1143385552,false,finalized,3,2/1/2017 08:07:47,unrelated,0.6715,,undesirable,secure
1143385553,false,finalized,3,2/1/2017 08:02:29,unrelated,1.0,,illegally,easily
1143385554,false,finalized,3,2/1/2017 08:02:18,unrelated,0.6617,,set,anymore
1143385555,false,finalized,3,2/1/2017 08:00:22,antonym,1.0,,unwell,proper
1143385556,false,finalized,3,2/1/2017 09:14:02,antonym,1.0,,properly,erroneous
1143385557,false,finalized,3,2/1/2017 07:58:23,paraphrase,0.3378,,indebtedness,asset
1143385558,false,finalized,3,2/1/2017 07:58:27,other,0.3383,,merely,maybe
1143385559,false,finalized,3,2/1/2017 08:03:28,antonym,0.6822,,unrealistic,tangible
1143385560,false,finalized,3,2/1/2017 08:07:51,antonym,1.0,,uncertain,surely
1143385561,false,finalized,3,2/1/2017 08:02:29,other,0.3366,,indefinite,find
1143385562,false,finalized,3,2/1/2017 07:58:23,category,0.3378,,extensor,flexor
1143385563,false,finalized,3,2/1/2017 08:24:37,unrelated,1.0,,put-upon,unencumbered
1143385564,false,finalized,3,2/1/2017 08:07:47,unrelated,1.0,,less,cause
1143385565,false,finalized,3,2/1/2017 08:03:28,unrelated,0.6822,,refrain,unity
1143385568,false,finalized,3,2/2/2017 01:50:45,unrelated,0.6387,,scandalous,permissible
1143385569,false,finalized,3,2/2/2017 01:54:09,paraphrase,0.671,,TRUE,correctly
1143385570,false,finalized,3,2/2/2017 01:39:52,paraphrase,0.6842,,goodness,pretty
1143385571,false,finalized,3,2/2/2017 02:09:50,antonym,1.0,,utile,worthless
1143385572,false,finalized,4,2/2/2017 01:54:37,antonym,0.5113,,easygoing,arduous
1143385573,false,finalized,3,2/2/2017 01:46:00,unrelated,1.0,,slowly,identical
1143385574,false,finalized,3,2/2/2017 02:31:40,unrelated,1.0,,little,solely
1143385575,false,finalized,4,2/2/2017 02:12:04,unrelated,1.0,,none,follow
1143385576,false,finalized,3,2/2/2017 01:58:52,antonym,0.6624,,fecundity,infertility
1143385577,false,finalized,3,2/2/2017 02:07:01,unrelated,1.0,,concord,name
1143385578,false,finalized,3,2/2/2017 01:44:25,unrelated,1.0,,plus,later
1143385579,false,finalized,4,2/2/2017 01:57:50,unrelated,0.7488,,honest,improper
1143385580,false,finalized,3,2/2/2017 01:55:45,unrelated,0.6527,,sufficiency,low
1143385581,false,finalized,3,2/2/2017 01:57:25,antonym,0.6903,,well-defined,inconclusive
1143385582,false,finalized,3,2/2/2017 02:42:16,unrelated,0.6641,,excessively,scoot
1143385583,false,finalized,4,2/2/2017 01:54:37,antonym,0.4939,,questionable,probable
1143385584,false,finalized,3,2/2/2017 01:49:55,unrelated,1.0,,halt,good
1143385585,false,finalized,3,2/2/2017 01:57:08,unrelated,0.66,,acknowledge,undetermined
1143385586,false,finalized,3,2/2/2017 02:09:14,unrelated,1.0,,fare,no
1143385587,false,finalized,3,2/2/2017 01:28:32,unrelated,1.0,,honest,point
1143385588,false,finalized,4,2/2/2017 01:55:24,unrelated,0.7628,,undesirable,unspoilt
1143385589,false,finalized,3,2/2/2017 02:09:13,unrelated,1.0,,inter,exactly
1143385590,false,finalized,3,2/2/2017 02:02:45,unrelated,0.6878,,inexcusable,satisfactory
1143385591,false,finalized,4,2/2/2017 01:56:14,antonym,1.0,,constitutional,unconstitutional
1143385592,false,finalized,3,2/2/2017 01:50:40,antonym,0.3478,,funny,weirdo
1143385593,false,finalized,3,2/2/2017 01:59:03,unrelated,1.0,,soh,somewhat
1143385594,false,finalized,3,2/2/2017 01:46:56,antonym,1.0,,unwarranted,aright
1143385595,false,finalized,3,2/2/2017 01:36:29,unrelated,1.0,,slowly,terrible
1143385596,false,finalized,3,2/2/2017 02:01:17,unrelated,1.0,,properly,unreal
1143385597,false,finalized,3,2/2/2017 01:42:11,antonym,1.0,,sane,illogical
1143385598,false,finalized,3,2/2/2017 02:08:54,unrelated,1.0,,unbelievable,long
1143385599,false,finalized,3,2/2/2017 01:40:56,unrelated,1.0,,easy,clay
1143385600,false,finalized,3,2/2/2017 02:00:04,category,0.3534,,raiment,undress
1143385601,false,finalized,3,2/2/2017 01:51:30,antonym,1.0,,unsentimentally,sentimentally
1143385602,false,finalized,3,2/2/2017 02:08:22,antonym,0.6803,,exquisitely,bad
1143385603,false,finalized,3,2/2/2017 02:18:50,unrelated,0.6636,,choosy,slowly
1143385604,false,finalized,3,2/2/2017 01:53:56,antonym,1.0,,complete,disunited
1143385605,false,finalized,4,2/2/2017 01:52:36,unrelated,0.7568,,well,unevenly
1143385606,false,finalized,3,2/2/2017 01:50:07,unrelated,1.0,,compatible,sustain
1143385607,false,finalized,3,2/2/2017 01:53:01,unrelated,1.0,,unhappy,right
1143385608,false,finalized,3,2/2/2017 02:22:30,unrelated,1.0,,pugnacious,hard
1143385609,false,finalized,3,2/2/2017 01:57:48,unrelated,0.67,,plow,untreated
1143385610,false,finalized,3,2/2/2017 01:53:11,unrelated,1.0,,practically,bad
1143385611,false,finalized,3,2/2/2017 02:28:33,unrelated,0.6445,,effective,hard
1143385612,false,finalized,3,2/2/2017 01:52:23,unrelated,1.0,,time,yearn
1143385613,false,finalized,4,2/2/2017 02:25:18,antonym,0.5363,,usurious,reasonable
1143385614,false,finalized,3,2/2/2017 01:45:17,unrelated,0.6387,,TRUE,looney
1143385615,false,finalized,3,2/2/2017 01:52:49,antonym,1.0,,good,deleterious
1143385616,false,finalized,4,2/2/2017 02:04:35,antonym,0.5148,,magnanimous,inconsiderable
1143385617,false,finalized,3,2/2/2017 02:00:31,antonym,0.6843,,happy,sore
1143385618,false,finalized,4,2/2/2017 01:56:18,unrelated,0.7804,,decent,absent
1143385619,false,finalized,4,2/2/2017 01:56:53,unrelated,1.0,,impractical,tardily
1143385620,false,finalized,3,2/2/2017 01:45:02,antonym,0.6397,,common,surprising
1143385621,false,finalized,3,2/2/2017 02:01:02,unrelated,1.0,,impractical,loose
1143385622,false,finalized,3,2/2/2017 02:22:30,antonym,0.6718,,commingle,defuse
1143385623,false,finalized,4,2/2/2017 02:06:07,unrelated,1.0,,lone,over
1143385624,false,finalized,3,2/2/2017 01:31:35,antonym,0.6714,,equal,distinct
1143385625,false,finalized,3,2/2/2017 02:25:50,unrelated,1.0,,wholly,ne
1143385626,false,finalized,3,2/2/2017 02:09:50,unrelated,1.0,,swell,easy
1143385627,false,finalized,3,2/2/2017 01:53:09,unrelated,0.6687,,subtraction,even
1143385628,false,finalized,3,2/2/2017 01:58:50,unrelated,0.6284,,sufficiency,limited
1143385629,false,finalized,3,2/2/2017 01:32:37,unrelated,0.6464,,phony,correct
1143385630,false,finalized,3,2/2/2017 01:45:17,antonym,1.0,,compulsory,voluntary
1143385631,false,finalized,3,2/2/2017 01:58:41,unrelated,1.0,,allow,unhelpful
1143385632,false,finalized,4,2/2/2017 02:25:18,unrelated,0.5069,,properly,FALSE
1143385633,false,finalized,3,2/2/2017 02:01:16,unrelated,0.6357,,large,minimum
1143385634,false,finalized,3,2/2/2017 01:57:41,unrelated,1.0,,synonym,TRUE
1143385635,false,finalized,3,2/2/2017 02:08:22,unrelated,0.6926,,huh,good
1143385636,false,finalized,3,2/2/2017 02:08:26,unrelated,1.0,,inter,equitable
1143385637,false,finalized,3,2/2/2017 02:31:07,unrelated,1.0,,long,import
1143385638,false,finalized,3,2/2/2017 01:44:18,other,0.3769,,justly,insane
1143385639,false,finalized,3,2/2/2017 02:09:14,unrelated,1.0,,crystallize,ambiguous
1143385640,false,finalized,3,2/2/2017 01:49:37,unrelated,0.6916,,level,able
1143385641,false,finalized,3,2/2/2017 02:21:01,other,0.3787,,none,matchless
1143385642,false,finalized,3,2/2/2017 01:46:13,antonym,1.0,,recently,later
1143385643,false,finalized,3,2/2/2017 01:38:52,antonym,0.6466,,impressive,badly
1143385644,false,finalized,3,2/2/2017 01:50:05,unrelated,1.0,,promiscuous,impossible
1143385645,false,finalized,3,2/2/2017 01:58:50,unrelated,0.6757,,inappropriate,dependable
1143385646,false,finalized,3,2/2/2017 02:31:07,antonym,1.0,,lock,disengage
1143385647,false,finalized,3,2/2/2017 01:52:23,paraphrase,1.0,,living,alive
1143385648,false,finalized,3,2/2/2017 02:16:30,unrelated,0.3711,,mad,effective
1143385649,false,finalized,3,2/2/2017 01:56:21,unrelated,1.0,,even,charge
1143385650,false,finalized,3,2/2/2017 02:17:32,other,0.6347,,transcend,maximum
1143385651,false,finalized,3,2/2/2017 02:04:06,unrelated,0.6585,,legato,staccato
1143385652,false,finalized,3,2/2/2017 02:19:14,unrelated,1.0,,estimable,item
1143385653,false,finalized,3,2/2/2017 01:50:27,unrelated,1.0,,today,anymore
1143385654,false,finalized,3,2/2/2017 02:02:56,unrelated,1.0,,gruelling,right
1143385655,false,finalized,4,2/2/2017 01:55:49,unrelated,1.0,,rot,no
1143385656,false,finalized,3,2/2/2017 01:59:51,unrelated,0.6398,,there,out
1143385657,false,finalized,3,2/2/2017 02:22:30,unrelated,0.6568,,right,ill-timed
1143385658,false,finalized,3,2/2/2017 02:00:51,antonym,0.6312,,easily,uncomfortable
1143385659,false,finalized,3,2/2/2017 02:16:01,unrelated,1.0,,mistaken,right-hand
1143385660,false,finalized,4,2/2/2017 01:55:15,unrelated,0.7684,,inadmissible,properly
1143385661,false,finalized,3,2/2/2017 02:00:50,unrelated,0.7039,,right,terrible
1143385662,false,finalized,3,2/2/2017 02:08:37,other,0.6941,,inept,tactful
1143385663,false,finalized,4,2/2/2017 02:12:04,antonym,0.5066,,keenness,obtuseness
1143385664,false,finalized,3,2/2/2017 02:00:33,unrelated,0.6482,,badli,well
1143385665,false,finalized,3,2/2/2017 01:45:35,entailment,0.3618,,surprising,formula
1143385666,false,finalized,3,2/2/2017 02:28:33,paraphrase,1.0,,forever,perpetually
1143385667,false,finalized,3,2/2/2017 01:58:25,unrelated,1.0,,even,exchangeable
1143385670,false,finalized,3,2/2/2017 02:04:38,other,0.6828,,mighty,inconceivable
1143385671,false,finalized,3,2/2/2017 01:44:18,unrelated,1.0,,incorrectly,fountainhead
1143385672,false,finalized,3,2/2/2017 01:50:45,unrelated,0.6387,,well-heeled,impractical
1143385673,false,finalized,3,2/2/2017 01:50:45,unrelated,1.0,,flash,overpriced
1143385674,false,finalized,3,2/2/2017 01:57:37,unrelated,1.0,,taboo,safe
1143385675,false,finalized,4,2/2/2017 01:58:20,unrelated,0.4705,,accurate,wrongfulness
1143385676,false,finalized,3,2/2/2017 01:55:46,unrelated,0.6441,,hyperopia,myopia
1143385677,false,finalized,3,2/2/2017 01:59:03,unrelated,0.6378,,harmful,levelheaded
1143385678,false,finalized,3,2/2/2017 01:54:25,unrelated,1.0,,soon,withal
1143385679,false,finalized,3,2/2/2017 01:59:24,unrelated,1.0,,pending,sterilise
1143385680,false,finalized,3,2/2/2017 02:07:44,antonym,1.0,,sleeved,sleeveless
1143385681,false,finalized,3,2/2/2017 01:41:27,other,0.3361,,svelte,well
1143385682,false,finalized,3,2/2/2017 01:52:29,unrelated,1.0,,ugly,compensate
1143385683,false,finalized,3,2/2/2017 02:15:12,unrelated,1.0,,last,even
1143385684,false,finalized,3,2/2/2017 01:41:27,antonym,1.0,,limitless,bound
1143385685,false,finalized,3,2/2/2017 01:44:03,antonym,1.0,,uncharacteristically,characteristically
1143385686,false,finalized,3,2/2/2017 01:58:41,unrelated,1.0,,detail,good
1143385687,false,finalized,3,2/2/2017 02:09:04,antonym,0.6568,,fragmental,complete
